Facility Name,Location Address,Location Address2,City,State,Zip Code,County,Region,Phone Number,Owner Name,Owner Type,Activity Desc,Activity Number,Active,East Coordinate,North Coordinate,Accuracy Code,Waste Types,Authorization Number,Authorization Issue Date,Expiration Date,Georeference
Hamlin (T) Transfer Station,4180 Brick Schoolhouse Road,,Hamlin,NY,14464,Monroe,8,5859642640,Town of Hamlin,Municipal,Transfer facility - registration,[28T10010],Yes,261247,4799932,,MSW (Residential/Institutional & Commercial);Metals (Ferrous & Non-Ferrous),28T10010,02/26/2019,02/25/2024,"4180 Brick Schoolhouse Road
Hamlin, NY 14464
(43.313582, -77.944751)"
Wayland TS,2078 Dieter Road,,Wayland,NY,14572,Steuben,8,6076642460,Steuben County,County,Transfer facility - registration,[51T10005],Yes,285068,4714524,,Commingled Paper & Containers;Waste Tires;Construction & Demolition Debris;MSW (Residential/Institutional & Commercial);Corrugated Cardboard;Newspaper;White Goods;Metals (Ferrous & Non-Ferrous),51T10005,05/30/2018,05/29/2023,"2078 Dieter Road
Wayland, NY 14572
(42.553577, -77.617682)"
Martine's Service Center Inc Route 6,3418A Route 6,,Middletown,NY,10940,Orange,3,8452838230,Michael C. Martine,Private,Vehicle Dismantling Facility,[36J15],Yes,547246,4585205,,,,,,"3418A Route 6
Middletown, NY 10940
(41.417221, -74.435188)"
Try Recycling Services; LLC,45 Garfield Ave.,,Bayshore,NY,11706,Suffolk,1,6318044102,Brussels-Leir Holding Ltd.,Private,C&D processing - permit,[52W122],Yes,644671,4514432,,Construction & Demolition Debris,1-4728-03986/00003,05/25/2017,05/24/2022,"45 Garfield Ave.
Bayshore, NY 11706
(40.76819, -73.28634)"
Floral Park Transfer Station,One Floral Blvd,,Floral Park,NY,11001,Nassau,1,5163266300,Village of Floral Park,Municipal,Transfer station - registration,[30M47R],Yes,609293,4508926,,Land Clearing Debris;Wood (Brush/ Branches/ Trees/ Stumps);Yard Waste;Electronics,30M47R,11/22/1996,,
Novak Auto Corp,4 Hampton Road,,Oceanside,NY,11572,Nassau,1,5167660000,Ken Novak,Private,VDF - large - registration,[30V50111],Yes,613966,4497290,1 - No accuracy stated,Transmission Fluid;Waste Tire;Copper;Lead-acid Batteries;Engine Coolant/Antifreeze;End of Life Vehicles,30V50111,02/04/2020,02/03/2025,"4 Hampton Road
Oceanside, NY 11572
(40.620263, -73.652771)"
A & J Towing & Auto Body Inc,21 Saw Mill River Road,,Yonkers,NY,10701,Westchester,3,9144233409,William Mulvaney,Private,Vehicle Dismantling Facility,[60J01],Yes,593961,4532709,,,,,,"21 Saw Mill River Road
Yonkers, NY 10701
(40.939909, -73.883707)"
Lock City Scrap Metals,570 West Avenue,,Lockport,NY,14094,Niagara,9,7164780594,Edward Arnold Scrap Processors Inc,Private,VDF - large - registration,[32V50022],Yes,197823,4785946,1 - No accuracy stated,End of Life Vehicles,32V50022,02/06/2020,02/06/2025,"570 West Avenue
Lockport, NY 14094
(43.165936, -78.717456)"
Martha's Holding; LLC,921 Medford Avenue,,Medford,NY,11763,Suffolk,1,,,,Land Reclamation/ Grade adjustment - exempt/ BUD,[52D98],Yes,667598,4521221,4.3 - Utilization of Digital Orthophoto Quads,,,,,"921 Medford Avenue
Medford, NY 11763
(40.79383, -73.007325)"
Duane Septic,1020 Suits Road,,Duanesburg,NY,12056,Schenectady,4,5183552690,Earl Ostrander,,Land application - septage - registration,[47L08],Yes,574587,4735279,4.2 - Utilization of GIS and existing spatial data,,,,,"1020 Suits Road
Duanesburg, NY 12056
(42.766628, -74.091241)"
Alden Trucks LTD,2731 Townline Road,,Alden,NY,14004,Erie,9,7166847475,Bonnie O'Neill,Private,VDF - large - registration,[15V50072],Yes,207986,4758897,1 - No accuracy stated,End of Life Vehicles,15V50072,11/27/2019,11/27/2024,"2731 Townline Road
Alden, NY 14004
(42.92668, -78.578288)"
Modern Landfill; Inc.,1445 Pletcher Road,,Model City,NY,14107,Niagara,9,7167548226,Modern Corporation,Private,RHRF - greater than 5 tpd - registration,[32R20010],Yes,176763,4791881,4.2 - Utilization of GIS and existing spatial data,Paperboard/Boxboard;Single Stream,32R20010,01/09/2019,01/09/2024,"1445 Pletcher Road
Model City, NY 14107
(43.211376, -78.979848)"
AW Scrap Processors Inc,1980 Route 9D,,Wappingers Falls,NY,12590,Dutchess,3,8458311759,Albert Weinert,Private,Vehicle Dismantling Facility,[14J03],Yes,588156,4601098,,,,,,"1980 Route 9D
Wappingers Falls, NY 12590
(41.556706, -73.943046)"
Harrys Auto Sales,182 County Highway 107,,Johnstown,NY,12095,Fulton,5,5187624941,Rob VanAernam,Private,Motor vehicle repair shop - large - registration,[18V40010],Yes,553193,4761899,,End of Life Vehicles,18V40010,03/06/2019,03/05/2024,"182 County Highway 107
Johnstown, NY 12095
(43.008513, -74.347469)"
Granby Mine,County Route 85,,Granby,NY,13069,Oswego,7,3154335115,Syracuse Sand & Gravel LLC,Private,C&D processing - registration,[38W03],Yes,379472,4802206,3.1 - Sportsman Hand-Held Unit (w/ Selective Availability on),CARB (concrete; asphalt; rock; brick),38W03,09/24/2013,,
Hornell (C) Land Application,City Hall,,Hornell,NY,14843,Steuben,8,,City of Hornell,,Land application - biosolids/septage/other - permit,[51L09],Yes,280720,4689228,1 - No accuracy stated,Biosolids,8-4699-00008/00001,09/27/2021,09/26/2031,
Caledonia Diesel,2905 Simpson Road,,Caledonia,NY,14423,Livingston,8,5855384395,Paul E. Raymond,Private,VDF - small - registration,[26V20021],Yes,264870,4754262,1 - No accuracy stated,Scrap Metal - Non-ferrous ;Scrap Metal - Ferrous ;Scrap Metal - Aluminum,26V20021,01/03/2020,01/03/2025,"2905 Simpson Road
Caledonia, NY 14423
(42.903909, -77.877703)"
Tower Mountain Salvage,2243 Fire Tower Road,,Erieville,NY,13061,Madison,7,3156627432,John W. Miner; Jr.,Private,VDF - small - registration,[27V20021],Yes,438369,4741658,,End of Life Vehicles,27V20021,08/23/2018,08/22/2023,"2243 Fire Tower Road
Erieville, NY 13061
(42.823566, -75.75639)"
New York Recycling LLC,475 Exterior Street,,Bronx,NY,10451,Bronx,2,7187420755,Eric Coppola,Private,C&D processing - registration,[03W87],Yes,590087,4519143,1 - No accuracy stated,Asphalt;Brick;Concrete;Rock;Soil (Clean);Metals (Ferrous);Metals (Non-Ferrous);Construction & Demolition Debris,03W87,,,"475 Exterior Street
Bronx, NY 10451
(40.818916, -73.93041)"
Oneida-Herkimer Solid Waste Authority - Leland Ave. Ext.,80 Leland Avenue,,Utica,NY,13502,Oneida,6,3157380417,Oneida Herkimer SWA,Municipal,Composting - yard waste - permit,[33PP0002],Yes,484432,4772023,4.3 - Utilization of Digital Orthophoto Quads,Yard Waste;Wood (Chips),6-3016-00086/00001,11/01/2018,10/31/2023,"80 Leland Avenue
Utica, NY 13502
(43.106545, -75.212374)"
Weedsport Recycling Center,2621 Earl Street,,Weedsport,NY,13166,Cayuga,7,3158346634,Village of Weedsport,Municipal,RHRF - 5 tpd or less - registration,[06R10028],Yes,372275,4767745,4.1 - Address Matching,Source Separated Recyclables (Metal/Glass/Paper/Plastic);Paper / Cardboard;Magazines;Newspaper;Junk Mail;Commingled Containers;White Goods;Metals (Ferrous);Metals (Non-Ferrous);Plastics;Electronics,06R10028,05/10/2018,05/10/2023,"2621 Earl Street
Weedsport, NY 13166
(43.052457, -76.568495)"
Greenburgh Temporary Leaf TS (T),Olympic Lane,177 Hillside Avenue,Greenburgh,NY,10607,Westchester,3,9149891580,Town of Greenburgh,Municipal,Transfer facility - registration,[60T10008],Yes,598750,4541655,,Yard Waste,60T10008,01/15/2019,01/14/2024,
Wells Recyclables Collection Site,232 Griffin Road,,Wells,NY,12190,Hamilton,5,5189247912,Town of Wells,Municipal,RHRF - registration,[21M04],Yes,559211,4806968,1 - No accuracy stated,,21M04,,,"232 Griffin Road
Wells, NY 12190
(43.415122, -74.268713)"
North Sea Waste Management Facility,1370 Majors Path,,North Sea,NY,11968,Suffolk,1,6312835210,Town of Southampton,Municipal,Composting - yard waste - permit,[52PP0309],Yes,719231,4534556,4.3 - Utilization of Digital Orthophoto Quads,Yard Waste,1-4736-00324/00007,03/26/2020,03/25/2025,"1370 Majors Path
North Sea, NY 11968
(40.933672, -72.399156)"
R. Cohen Recycling; LLC,38 Geer Street,,Glens Falls,NY,12801,Warren,5,5187922010,R. Cohen Recycling; Inc.,,VDF - large - registration,[57V50016],Yes,611216,4796448,,End of Life Vehicles,57V50016,07/31/2019,07/30/2024,"38 Geer Street
Glens Falls, NY 12801
(43.312676, -73.628275)"
Brickyard Pit,Brickyard Road,,Van Buren,NY,13027,Onondaga,7,3154335115,Syracuse Sand & Gravel LLC,Private,C&D processing - registration,[34W16],Yes,392550,4772118,,Asphalt;Concrete,34W16,08/19/2013,,
Castle Hill Recycling,1000 Zerega Avenue,,Bronx,NY,10462,Bronx,2,6463427874,Frank Todino/Castle Hill Recycling LLC,Private,C&D processing - registration,[03W94],Yes,597513,4520484,,Construction & Demolition Debris,03W94,,,"1000 Zerega Avenue
Bronx, NY 10462
(40.829502, -73.84416)"
Community Enterprises LLC,10 Hellbrook Lane,,Ulster Park,NY,12487,Ulster,3,8453396680,Community Enterprises; LLC,,Composting - yard trimmings - registration,[56P101],Yes,584139,4635038,,Yard Waste;Grass Clippings,56C05,,,"10 Hellbrook Lane
Ulster Park, NY 12487
(41.858954, -73.986865)"
Lardon Construction - Blasdell,202 Lake Avenue,,Blasdell,NY,14219,Erie,9,7168224642,Jonathan G. Palmer,Private,Composting - SSO - registration,[15P20064],Yes,186573,4745826,4 - GIS Assisted,Source Separated Organic Waste (SSOW),15P20064,03/10/2021,03/09/2026,"202 Lake Avenue
Blasdell, NY 14219
(42.797713, -78.834708)"
Corazzini Asphalt; Inc.,6245 Cox Lane,P.O. Box 1281,Cutchogue,NY,11935,Suffolk,1,6317345600,Corazzini Asphalt; Inc.,Private,CDDHRF - asphalt pavement and millings - registration,[52C20280],Yes,710319,4545262,4.3 - Utilization of Digital Orthophoto Quads,Asphalt,52C10280,07/02/2019,07/01/2024,"6245 Cox Lane
Cutchogue, NY 11935
(41.032198, -72.497254)"
Pat's Used Auto Parts,7347 No. 4 Road,,Lowville,NY,13367,Lewis,6,3153761912,Pat Patterson,,Scrap metal processor - registration,[25V30006],Yes,472677,4851705,,Scrap Metal - Ferrous ;Scrap Metal - Aluminum ;Scrap Metal - Non-ferrous,25V50006,04/16/2021,04/04/2024,
Winters Bros Waste Systems of LI LLC Glen Cove Facility,100 Morris Street,,Glen Cove,NY,11542,Nassau,1,5166711911,,,RHRF - permit,[30M15],Yes,614764,4523983,4.2 - Utilization of GIS and existing spatial data,,1-2805-00105/00001,03/23/2020,03/22/2025,"100 Morris Street
Glen Cove, NY 11542
(40.857848, -73.63994)"
Jos. M. Troffa Materials Corp.,70 Comsewogue Road,Suite 9,East Setauket,NY,11733,Suffolk,1,6319284665,Joseph M. Troffa,Private,Composting - yard trimmings - registration,[52PE0365],Yes,661279,4533001,,,365,11/04/2021,11/04/2026,"70 Comsewogue Road
East Setauket, NY 11733
(40.933497, -73.082763)"
County Waste & Recycling Services - Clifton Park,1927 Route 9,,Clifton Park,NY,12065,Saratoga,5,5188777007,County Waste & Recycling Services; Inc.,Private,RHRF - permit,[46RP0026],Yes,600089,4750975,,Commingled Paper;Source Separated Recyclables (Metal/Glass/Paper/Plastic);Plastics;Paper / Cardboard,5-4138-00127/00001,04/15/2021,04/14/2031,"1927 Route 9
Clifton Park, NY 12065
(42.903121, -73.774685)"
Zoladz Construction Company,13600 Railroad Street,,Alden,NY,14004,Erie,9,7169356575,Zoladz Construction Co.; Inc.,Private,C&D processing - registration,[15W32],Yes,215830,4755202,,Asphalt;Brick;Concrete;Rock,15W32,09/08/2000,,"13600 Railroad Street
Alden, NY 14004
(42.895243, -78.480703)"
ARG Services of WNY; Inc.,366 Washington Street,,Albion,NY,14411,Orleans,8,5852051847,ARG Services of WNY; Inc.,,CDDHRF - permit,[37CP0001],Yes,239558,4792738,4.1 - Address Matching,Soil (Clean);Sand;Rock;Non-petroleum Contaminated Soil;Gravel;Construction & Demolition Debris;Concrete;Brick;Asphalt;Wood (Brush/ Branches/ Trees/ Stumps);Wood (Chips);Furniture/Appliances,8-3420-00085/00001,10/12/2017,10/11/2027,"366 Washington Street
Albion, NY 14411
(43.242787, -78.207875)"
City of Niagara Falls Corporation Yard,1785 New Road,,Niagara Falls,NY,14304,Niagara,9,7162864840,City of Niagara Falls,Municipal,Composting - yard trimmings - registration,[32P10015],Yes,174123,4780454,4.2 - Utilization of GIS and existing spatial data,Leaves,32P10015,10/13/2021,10/13/2026,"1785 New Road
Niagara Falls, NY 14304
(43.102861, -79.006018)"
Action Metal Co.; Inc.,602 Willow Grove Road,,Stony Point,NY,10980,Rockland,3,8459472222,Brad Sherman,Private,Scrap metal processor - registration,[44V30001],Yes,579916,4563671,,Copper;Scrap Metal - Ferrous ;Scrap Metal - Aluminum ;Brass,44V30001,10/19/2018,10/19/2023,"602 Willow Grove Road
Stony Point, NY 10980
(41.220866, -74.046588)"
Shelter Island Recycling Transfer Station,34 N Menantic Road,,Shelter Island,NY,11964-1000,Suffolk,1,6317491090,Town of Shelter Island,Municipal,Transfer facility - registration,[52T10282],Yes,722216,4550315,4.3 - Utilization of Digital Orthophoto Quads,Construction & Demolition Debris;MSW (Residential/Institutional & Commercial);Commingled Paper & Containers;Sand;Emergency Authorization Waste (Storm Debris);Wood (Brush/ Branches/ Trees/ Stumps);Leaves & Grass;Glass;White Goods;Metals (Ferrous & Non-Ferrous);Commingled Plastics;Electronics;Concrete,52-0282,11/18/2021,11/17/2023,"34 N Menantic Road
Shelter Island, NY 11964-1000
(41.066907, -72.352086)"
Fox Salvage,4462 County Road 1,,Canandaigua,NY,14424,Ontario,8,5853942910,Thomas Fox,Private,VDF - large - registration,[35V50020],Yes,315955,4742404,,End of Life Vehicles,35V50020,11/02/2020,11/01/2025,"4462 County Road 1
Canandaigua, NY 14424
(42.811779, -77.250672)"
Tully Environmental Inc d/b/a Clearbrook,972  Nicolls Road,,Deer Park,NY,11729,Suffolk,1,6315860002,Tully Environmental Inc.,Private,Transfer station - permit,[52T09],Yes,642722,4514460,4.2 - Utilization of GIS and existing spatial data,Sewage Treatment Plant Sludge;Grit;Storm Drain & Catch Basin;Grease Trap Waste;Non-Hazardous Liquid;Non-hazardous Waste,1-4720-00317/00004,10/16/2015,10/15/2020,"972  Nicolls Road
Deer Park, NY 11729
(40.768947, -73.309092)"
Fleetwash,1145 St RTE 13,,Corltand,NY,13045,Cortland,7,8775153997,Fleetwash Inc,Private,Nonspecific facility - permit,[12XP0012],Yes,401,4715,4 - GIS Assisted,,7-1122-00222,10/01/2021,09/30/2027,"1145 St RTE 13
Corltand, NY 13045
(42.585826, -76.199699)"
Jerges Used Auto Parts,7708 County Road 26,,Belfast,NY,14711,Allegany,9,5853652758,James Jerge,Private,VDF - large - registration,[02V50019],Yes,244855,4691655,1 - No accuracy stated,End of Life Vehicles,02V50019,11/21/2019,11/21/2024,"7708 County Road 26
Belfast, NY 14711
(42.335236, -78.098505)"
Great Lakes Cheese - Jackson Hill,Jackson Hill Road,,Cuba,NY,14727,Allegany,9,5859682900,Great Lakes Cheese; Inc.,Private,Land application - UFPW - registration,[02A30004],Yes,235355,4681645,1 - No accuracy stated,Non-recognizable Food Processing Waste,02A30004,10/17/2018,10/17/2023,
Moscow Road Pit,1700-1712 Moscow Road,,Hamlin,NY,14464,Monroe,8,5855894481,Keeler Construction; Inc.,Private,CDDHRF - concrete rock brick - registration,[28C10027],Yes,258617,4804225,4.2 - Utilization of GIS and existing spatial data,Concrete;Rock,28C10027,02/16/2022,02/15/2027,"1700-1712 Moscow Road
Hamlin, NY 14464
(43.350371, -77.977762)"
Plan It Waste & Recycling Inc,274 Greenfield Ave,,Ballston Spa,NY,12020,Saratoga,5,5188854100,Anthony Dawson,Private,VDF - large - registration,[46V50012],Yes,592917,4765271,,End of Life Vehicles,46V50012,02/28/2019,02/27/2024,"274 Greenfield Ave
Ballston Spa, NY 12020
(43.034174, -73.859553)"
Syracuse Haulers Waste Removal Inc,6223 Thompson Road,Suite 1000,Syracuse,NY,13206,Onondaga,7,3154266771,Rocco A. Grosso,Private,Transfer facility - permit,[34TP0065],Yes,411227,4769461,4.1 - Address Matching,Construction & Demolition Debris;Metals (Ferrous & Non-Ferrous);Paper/Cardboard;Commingled Paper & Containers;Wood (Clean);Waste Tires;Single Stream;Office Paper;Corrugated Cardboard,,,,"6223 Thompson Road
Syracuse, NY 13206
(43.071316, -76.089747)"
Faztec Industries  Asphalt Pave,331 Edward Curry Avenue,,Staten Island,NY,10303,Richmond,2,7184941600,Degarlia Holdings LLC,Private,C&D processing - registration,[43W61],Yes,568772,4495945,1 - No accuracy stated,,,,,"331 Edward Curry Avenue
Staten Island, NY 10303
(40.611216, -74.187053)"
Westfield (V) Composting Facility,51 Bourne Street,,Westfiled,NY,14787,Chautauqua,9,7163263477,Village of Westfield,,Composting - yard trimmings - registration,[07P10034],Yes,122478,4696803,4.2 - Utilization of GIS and existing spatial data,Leaves;Grass Clippings;Wood/Brush,07P10034,11/26/2018,11/26/2023,"51 Bourne Street
Westfiled, NY 14787
(42.331421, -79.580561)"
LKQ Broadway Auto Parts Inc,1572 Route 9,,Stuyvesant,NY,12173,Columbia,4,5187997909,Roberto Valle III,Private,VDF - large - registration,[11V55201],Yes,603300,4689072,,End of Life Vehicles,11V55201,06/14/2019,06/14/2024,"1572 Route 9
Stuyvesant, NY 12173
(42.347547, -73.746717)"
Queens Botanical Garden Farm & Compost Site,43-50 Main Street,,Flushing,NY,11355,Queens,2,,Queens Botanical Garden Society; Inc.,,Composting - SSO - registration,[41P20011],Yes,598834,4511770,4.2 - Utilization of GIS and existing spatial data,Source Separated Organic Waste (SSOW);Wood/Brush;Yard Waste,41P20011,03/30/2021,03/29/2026,"43-50 Main Street
Flushing, NY 11355
(40.751735, -73.826264)"
Bethel TS,608 Old White Lake Turnpike,,White Lake,NY,12783,Sullivan,3,8452924505,Town of Bethel,Municipal,Transfer facility - registration,[53T101],Yes,517113,4618207,,Commingled Paper & Containers;MSW (Residential/Institutional & Commercial);Commingled Plastics,53T101,05/07/2018,05/07/2023,"608 Old White Lake Turnpike
White Lake, NY 12783
(41.715075, -74.793273)"
Champion's Scrap Metals,2081 County Road 137,,Hector,NY,14841,Seneca,8,6075826485,Ralph Champion,Private,Scrap metal processor - registration,[50V30001],Yes,350013,4713284,,End of Life Vehicles,50V30001,09/18/2019,09/18/2024,"2081 County Road 137
Hector, NY 14841
(42.556821, -76.826695)"
Ben Weitsman of Allegany LLC,34 West Union St,,Allegany,NY,14706,Cattaraugus,9,7163721042,Ben Weitsman of Allegany; LLC,Private,Scrap metal processor - registration,[05V30005],Yes,210603,4665884,1 - No accuracy stated,Scrap Metal - Aluminum ;Scrap Metal - Ferrous ;Scrap Metal - Non-ferrous,05V30005,10/18/2018,10/18/2023,"34 West Union St
Allegany, NY 14706
(42.091729, -78.499609)"
Osmote Wine Production,6677 State Route 96A; Suite c,,Ovid,NY,14521,Seneca,8,,Brian McCoy,Private,Storage - recognizable food processing waste - registration,[50A10011],Yes,346244,4729355,,Source Separated Organic Waste (SSOW),,,,"6677 State Route 96A; Suite c
Ovid, NY 14521
(42.701011, -76.877009)"
Taylor Transfer Station Owego,352 Glenmary Drive,,Owego,NY,13827,Tioga,7,6076876710,Robert Taylor,Private,RHRF - permit,[54M04],Yes,392976,4661606,3.1 - Sportsman Hand-Held Unit (w/ Selective Availability on),Source Separated Recyclables (Metal/Glass/Paper/Plastic);Electronics,7-4936-00023/00001,09/27/2016,09/29/2026,"352 Glenmary Drive
Owego, NY 13827
(42.100274, -76.294634)"
Crist Bros. Orchards Inc.,65 Crist Lane,,Walden,NY,12586,Orange,3,8457787424,Crist Bros. LLC,Private,Land application - UFPW - registration,[36A30001],Yes,569814,4599994,,Non-recognizable Food Processing Waste,36A30001,04/30/2020,04/30/2023,"65 Crist Lane
Walden, NY 12586
(41.550613, -74.164213)"
US Recycling Inc,141 6th Street,,Brooklyn,NY,11215,Kings,2,7184887576,U.S. Recycling; Inc.,Private,RHRF - greater than 5 tpd - registration,[24R20088],Yes,585234,4503097,4.3 - Utilization of Digital Orthophoto Quads,Commingled Paper;Commingled Containers,24R20088,03/16/2018,03/15/2023,"141 6th Street
Brooklyn, NY 11215
(40.674188, -73.991385)"
Philadelphia Transfer Station,32893 State Route 11,,Philadelphia,NY,13673,Jefferson,6,3156420119,Town of Philadelphia,Municipal,Transfer facility - registration,[23T10028],Yes,442736,4888142,4.1 - Address Matching,MSW (Residential/Institutional & Commercial);Waste Tires,23T10028,11/21/2019,11/20/2024,"32893 State Route 11
Philadelphia, NY 13673
(44.143993, -75.716538)"
